date,latitude,longitude,state,district,rainfall_mm,temperature,humidity,elevation_m,slope_degree,soil_type,river_level,road_condition,traffic_level,historical_incidents,incident_type,incident_severity,road_blocked,delay_minutes
2024-02-05,24.0601,92.6962,Mizoram,Mamit,2.8,10.7,45.1,1076,11.8,Mountain Soil,2.6,Good,Moderate,0,None,None,False,9
2024-02-06,24.2877,91.8622,Tripura,Dhalai,1.6,24.3,44.4,654,0.0,Mountain Soil,2.14,Fair,Moderate,0,None,None,False,15
2024-02-06,25.4881,94.4838,Manipur,Senapati,5.3,10.1,51.1,1537,24.1,Clayey,3.73,Good,Low,2,None,None,False,19
2024-02-06,26.3097,91.9706,Assam,Dibrugarh,4.7,19.2,36.0,105,0.0,Alluvial,6.15,Fair,Low,2,None,None,False,0
2024-02-06,27.4309,88.7142,Sikkim,East Sikkim,1.5,10.0,64.2,1661,3.5,Sandy Loam,4.57,Good,Moderate,0,None,None,False,0
2024-02-07,24.0748,91.1661,Tripura,West Tripura,3.0,13.6,51.7,800,0.0,Red Loamy,2.77,Good,Low,0,None,None,False,4
2024-02-07,25.6448,92.6337,Meghalaya,West Garo Hills,0.2,18.6,52.7,1155,0.0,Alluvial,2.58,Fair,Low,0,None,None,False,11
2024-02-07,25.516,93.6374,Nagaland,Kohima,1.3,17.5,74.4,1847,24.8,Mountain Soil,4.62,Fair,Low,1,None,None,False,4
2024-02-08,28.0347,88.8575,Sikkim,North Sikkim,3.2,10.8,59.2,1228,9.4,Forest Soil,3.71,Fair,Low,0,None,None,False,21
2024-02-08,26.7579,96.623,Arunachal Pradesh,Lohit,0.0,11.4,56.4,1025,0.0,Clayey,2.05,Good,Low,0,None,None,False,0
2024-02-09,25.0555,91.6843,Meghalaya,South Garo Hills,10.1,30.5,56.6,1135,0.0,Forest Soil,3.41,Good,Low,1,None,None,False,20
2024-02-09,26.9761,94.2962,Nagaland,Mon,4.2,14.2,68.7,1722,18.2,Sandy Loam,3.48,Poor,Severe,5,Traffic Jam,High,False,107
2024-02-09,25.5713,90.7387,Meghalaya,East Khasi Hills,3.2,11.4,65.0,1388,5.6,Red Loamy,2.82,Good,High,1,None,None,False,14
2024-02-09,27.1838,88.6836,Sikkim,West Sikkim,0.2,19.3,58.8,1748,10.9,Forest Soil,4.77,Fair,High,0,None,None,False,14
2024-02-10,28.0964,88.2579,Sikkim,South Sikkim,1.0,7.8,51.9,3347,30.0,Red Loamy,3.11,Fair,Moderate,2,None,None,False,8
2024-02-10,26.3345,95.2112,Assam,Sonitpur,1.8,24.3,69.1,130,2.6,Alluvial,3.27,Fair,Moderate,0,None,None,False,16
2024-02-10,28.3229,91.9666,Arunachal Pradesh,West Kameng,11.9,18.2,56.9,646,0.0,Laterite,2.13,Fair,Moderate,0,None,None,False,9
2024-02-11,23.28,91.2955,Tripura,Dhalai,3.6,17.8,60.7,232,16.9,Clayey,4.93,Good,Moderate,0,None,None,False,10
2024-02-11,28.3978,93.1257,Arunachal Pradesh,Changlang,0.2,15.1,67.2,1584,0.0,Clayey,5.37,Good,Low,0,None,None,False,6
2024-02-11,24.744,93.05,Manipur,Senapati,1.6,21.3,46.9,1174,13.3,Red Loamy,1.49,Good,Low,0,None,None,False,0
2024-02-11,23.9687,92.3007,Mizoram,Mamit,2.0,19.2,72.3,895,0.0,Red Loamy,4.85,Fair,High,2,None,None,False,0
2024-02-11,22.5446,92.3642,Mizoram,Mamit,5.8,21.7,51.3,737,1.0,Clayey,3.79,Good,Moderate,0,None,None,False,10
2024-02-12,28.7,94.5084,Arunachal Pradesh,East Siang,5.3,11.0,64.5,493,7.0,Clayey,1.71,Good,Low,0,None,None,False,2
2024-02-12,26.0887,91.2525,Meghalaya,South Garo Hills,2.4,23.3,58.9,969,6.3,Alluvial,5.57,Good,Low,0,None,None,False,9
2024-02-13,22.2068,93.1213,Mizoram,Aizawl,0.2,19.0,65.9,987,4.6,Red Loamy,2.61,Fair,Moderate,0,None,None,False,10
2024-02-14,25.3947,91.9504,Meghalaya,West Garo Hills,10.1,29.4,71.8,1161,17.7,Forest Soil,4.04,Fair,High,0,None,None,False,15
2024-02-14,25.0087,94.3412,Manipur,Senapati,2.1,23.3,43.1,1335,0.0,Laterite,2.02,Good,Low,0,None,None,False,15
2024-02-14,25.3746,94.4102,Nagaland,Mokokchung,8.8,23.6,31.8,793,3.0,Forest Soil,3.42,Fair,High,1,None,None,False,7
2024-02-15,25.4986,92.3595,Meghalaya,West Garo Hills,0.1,9.2,28.4,1167,4.5,Laterite,0.72,Good,Low,0,None,None,False,16
2024-02-15,22.8936,92.2996,Mizoram,Kolasib,5.6,15.6,43.6,1335,6.5,Sandy Loam,3.86,Good,Low,0,None,None,False,24
2024-02-15,25.7033,93.9746,Nagaland,Mon,6.0,24.9,47.5,266,0.0,Sandy Loam,4.93,Fair,Low,0,None,None,False,0
2024-02-16,25.2062,91.3698,Meghalaya,East Khasi Hills,0.0,23.6,46.0,1544,6.0,Clayey,3.5,Good,High,0,None,None,False,6
2024-02-17,24.2118,94.0539,Manipur,Churachandpur,2.6,22.1,70.3,1185,5.3,Laterite,2.85,Fair,Low,0,None,None,False,1
2024-02-18,25.2836,93.5233,Nagaland,Tuensang,0.0,14.7,68.4,1792,2.9,Mountain Soil,2.86,Good,Moderate,2,None,None,False,13
2024-02-18,27.451,95.3537,Arunachal Pradesh,Papum Pare,5.7,15.8,68.3,2827,22.1,Red Loamy,3.32,Damaged,High,2,Traffic Jam,Medium,False,58
2024-02-18,23.6377,92.2456,Tripura,North Tripura,1.4,17.4,40.9,275,5.8,Mountain Soil,4.91,Fair,Low,1,None,None,False,0
2024-02-18,25.3364,91.6257,Meghalaya,South Garo Hills,8.4,16.3,93.2,885,7.6,Mountain Soil,3.38,Good,High,1,None,None,False,15
2024-02-19,27.6545,88.1307,Sikkim,West Sikkim,0.4,13.4,44.8,3478,30.3,Laterite,1.37,Fair,Low,1,None,None,False,1
2024-02-19,27.4842,88.3511,Sikkim,West Sikkim,2.8,6.8,33.9,3124,19.1,Alluvial,3.17,Good,Low,0,None,None,False,3
2024-02-19,24.7812,94.3086,Manipur,Senapati,0.3,18.5,51.0,1474,5.1,Mountain Soil,3.42,Fair,Low,1,None,None,False,0
2024-02-20,24.5443,94.0777,Assam,Dibrugarh,2.5,17.9,45.0,80,0.0,Forest Soil,3.32,Good,Moderate,0,None,None,False,18
2024-02-20,25.6579,93.361,Manipur,Ukhrul,0.7,24.5,64.1,1019,5.0,Sandy Loam,4.33,Damaged,High,6,Fallen Tree,High,False,59
2024-02-20,26.8314,91.6453,Assam,Dibrugarh,0.4,17.6,54.9,38,7.8,Red Loamy,3.55,Good,Moderate,2,None,None,False,9
2024-02-21,25.8869,91.8221,Meghalaya,East Khasi Hills,1.6,18.2,50.8,534,18.8,Forest Soil,3.9,Under Construction,High,7,Fallen Tree,High,True,366
2024-02-21,25.661,92.8726,Assam,Barpeta,5.8,24.6,48.0,62,2.3,Alluvial,4.88,Fair,Low,0,None,None,False,18
2024-02-22,24.476,91.2155,Tripura,North Tripura,5.6,21.6,55.8,267,10.3,Red Loamy,4.31,Good,Moderate,1,None,None,False,15
2024-02-22,22.7258,92.2824,Mizoram,Mamit,5.3,22.7,61.9,734,6.5,Mountain Soil,5.15,Fair,Moderate,0,None,None,False,10
2024-02-22,25.1046,94.4696,Manipur,Imphal East,0.1,11.2,56.2,1749,13.5,Mountain Soil,4.28,Poor,Severe,8,Traffic Jam,Low,False,92
2024-02-22,24.3649,93.8717,Manipur,Tamenglong,0.2,15.2,54.9,1820,33.8,Clayey,4.62,Good,High,2,None,None,False,10
2024-02-23,26.9587,94.3351,Nagaland,Kohima,6.8,25.6,64.0,444,6.7,Mountain Soil,3.43,Damaged,Moderate,9,Bridge Damage,Medium,False,16
2024-02-23,26.1084,92.0325,Assam,Cachar,4.9,28.3,49.2,144,1.1,Red Loamy,4.67,Good,High,1,None,None,False,11
2024-02-23,25.2026,93.4217,Nagaland,Mokokchung,1.5,18.9,61.4,1746,20.8,Alluvial,3.44,Good,Low,0,None,None,False,7
2024-02-23,27.58,88.041,Sikkim,East Sikkim,1.0,14.6,49.9,2400,11.5,Red Loamy,3.97,Good,Low,1,None,None,False,10
2024-02-23,22.7703,93.2745,Mizoram,Lunglei,1.0,10.7,55.9,1518,16.7,Alluvial,3.36,Fair,Low,1,None,None,False,7
2024-02-24,25.4031,94.3807,Nagaland,Mon,0.2,16.7,53.6,1853,19.5,Laterite,1.43,Good,Low,0,None,None,False,12
2024-02-24,24.0458,92.3637,Mizoram,Serchhip,5.5,9.1,63.2,1764,23.0,Sandy Loam,3.83,Good,Low,0,None,None,False,1
2024-02-24,25.6403,89.8012,Assam,Sonitpur,4.9,18.1,64.1,85,8.3,Forest Soil,5.62,Fair,Low,0,None,None,False,15
2024-02-24,24.148,93.9846,Manipur,Churachandpur,7.7,9.7,47.9,1150,17.0,Mountain Soil,4.51,Fair,High,0,None,None,False,0
2024-02-24,23.595,91.7496,Tripura,Khowai,2.4,22.3,75.4,800,14.6,Red Loamy,3.64,Good,Moderate,2,None,None,False,14
2024-02-24,27.0228,90.6212,Assam,Dibrugarh,1.3,21.2,51.3,181,6.1,Red Loamy,4.78,Good,Low,0,None,None,False,5
2024-02-26,24.894,93.2945,Manipur,Imphal East,0.0,22.1,59.6,906,4.9,Red Loamy,2.42,Fair,Moderate,0,None,None,False,16
2024-02-26,23.3202,92.5088,Mizoram,Lunglei,1.5,10.9,41.3,1450,12.5,Sandy Loam,3.06,Fair,High,0,None,None,False,5
2024-02-26,23.1121,92.2042,Tripura,Khowai,0.7,23.2,41.2,335,5.1,Alluvial,3.14,Fair,Low,1,None,None,False,8
2024-02-26,25.9562,95.0282,Nagaland,Wokha,0.2,18.7,45.7,621,15.2,Mountain Soil,0.84,Good,High,1,None,None,False,10
2024-02-26,26.0658,93.2432,Assam,Sonitpur,1.6,20.5,61.6,148,0.0,Laterite,2.1,Good,High,0,None,None,False,7
2024-02-28,23.2406,92.4198,Mizoram,Champhai,0.3,13.4,53.8,1628,24.3,Alluvial,4.98,Good,High,1,None,None,False,1
2024-02-28,26.9274,90.0921,Assam,Cachar,0.6,27.2,31.6,171,5.2,Red Loamy,1.31,Good,Low,1,None,None,False,15
2024-02-29,28.9952,96.0379,Arunachal Pradesh,Lohit,2.6,21.9,28.9,1665,16.9,Clayey,3.62,Fair,Low,1,None,None,False,7
2024-02-29,27.1057,88.0119,Sikkim,North Sikkim,3.3,15.1,51.4,2271,26.2,Forest Soil,4.87,Good,Moderate,0,None,None,False,2
2024-02-29,22.5498,93.1392,Mizoram,Kolasib,0.0,14.5,47.4,1271,22.8,Laterite,2.22,Good,Low,2,None,None,False,4
2024-03-01,27.4679,88.8645,Sikkim,South Sikkim,2.1,18.7,59.8,682,12.0,Red Loamy,2.91,Good,Moderate,0,None,None,False,13
2024-03-01,24.379,91.8996,Tripura,North Tripura,0.0,20.5,61.4,397,4.7,Alluvial,0.97,Fair,High,2,None,None,False,23
2024-03-02,25.0968,90.2509,Meghalaya,East Khasi Hills,2.0,24.9,60.4,164,0.0,Mountain Soil,4.51,Good,Moderate,0,None,None,False,10
2024-03-02,27.7024,93.6129,Arunachal Pradesh,Lohit,8.3,10.3,46.9,654,0.0,Alluvial,4.25,Fair,Moderate,1,None,None,False,1
2024-03-02,25.4657,94.2614,Manipur,Ukhrul,3.3,16.3,69.5,1569,0.0,Forest Soil,2.26,Fair,Moderate,0,None,None,False,32
2024-03-02,24.1586,91.8832,Tripura,West Tripura,1.3,25.0,40.5,461,4.0,Mountain Soil,2.88,Fair,Low,0,None,None,False,0
2024-03-03,25.4844,93.9329,Manipur,Imphal East,3.0,9.2,45.5,1799,15.3,Sandy Loam,1.62,Good,Moderate,0,None,None,False,0
2024-03-03,25.1135,91.1805,Meghalaya,South Garo Hills,4.7,20.0,52.9,807,6.6,Sandy Loam,7.03,Damaged,High,6,Flood,High,False,52
2024-03-03,27.457,88.6234,Sikkim,East Sikkim,0.6,9.7,60.6,4344,32.9,Sandy Loam,4.58,Good,Low,1,None,None,False,15
2024-03-03,27.319,91.089,Assam,Nagaon,2.2,20.7,62.8,153,0.0,Laterite,3.52,Good,Low,2,None,None,False,8
2024-03-04,27.7546,88.5761,Sikkim,West Sikkim,8.8,17.8,48.7,1425,21.7,Laterite,2.55,Fair,Low,1,None,None,False,5
2024-03-04,25.8098,90.9027,Meghalaya,Ri Bhoi,0.0,16.8,66.9,1087,9.2,Alluvial,4.16,Good,Moderate,0,None,None,False,16
2024-03-04,24.127,94.2439,Manipur,Imphal West,0.3,12.4,51.4,1454,1.3,Laterite,3.75,Good,Low,0,None,None,False,14
2024-03-05,25.7947,91.0323,Meghalaya,Jaintia Hills,5.4,20.1,61.6,1372,0.0,Mountain Soil,6.1,Good,High,1,None,None,False,20
2024-03-05,24.0084,93.1923,Manipur,Churachandpur,0.3,14.8,65.6,1238,10.6,Mountain Soil,2.66,Good,Moderate,0,None,None,False,5
2024-03-06,24.5312,90.7209,Assam,Sonitpur,0.1,20.7,60.3,47,0.0,Clayey,4.82,Fair,Low,1,None,None,False,4
2024-03-07,28.0911,88.2195,Sikkim,South Sikkim,1.3,13.2,74.1,2629,13.1,Forest Soil,4.27,Good,Low,2,None,None,False,3
2024-03-07,26.4446,93.9838,Nagaland,Tuensang,0.8,5.2,63.4,1999,20.5,Clayey,2.82,Good,Low,1,None,None,False,7
2024-03-07,25.8404,92.7758,Meghalaya,Ri Bhoi,1.1,22.7,43.2,754,3.5,Alluvial,4.42,Damaged,Severe,3,Fallen Tree,High,True,298
2024-03-10,24.9988,93.4345,Assam,Jorhat,0.8,16.9,55.4,159,0.0,Sandy Loam,2.75,Fair,Moderate,0,None,None,False,14
2024-03-10,23.0749,91.3301,Tripura,West Tripura,1.1,25.8,52.4,573,1.7,Red Loamy,0.5,Fair,Moderate,0,None,None,False,0
2024-03-10,28.7118,92.9088,Arunachal Pradesh,Lohit,4.2,18.8,62.2,2265,6.7,Laterite,3.05,Good,Low,1,None,None,False,22
2024-03-10,25.6639,94.581,Nagaland,Wokha,2.2,20.7,50.0,1363,18.6,Clayey,4.04,Under Construction,Low,2,Traffic Jam,Medium,False,47
2024-03-10,27.8591,88.33,Sikkim,East Sikkim,1.2,17.2,50.5,4407,28.1,Alluvial,5.03,Good,Low,1,None,None,False,7
2024-03-10,24.7985,93.9984,Manipur,Imphal East,1.3,11.1,71.9,1245,13.0,Mountain Soil,2.36,Good,Low,0,None,None,False,7
2024-03-11,25.2617,93.0199,Manipur,Senapati,0.6,18.3,41.6,1270,0.5,Forest Soil,3.47,Good,Low,0,None,None,False,15
2024-03-11,27.9622,88.3532,Sikkim,North Sikkim,6.1,16.3,61.9,1692,7.3,Mountain Soil,1.57,Fair,Moderate,0,None,None,False,17
2024-03-11,26.5014,94.3489,Nagaland,Mon,0.5,23.3,50.0,633,0.0,Alluvial,4.51,Fair,Low,1,None,None,False,14
2024-03-12,28.8006,92.0351,Arunachal Pradesh,Tawang,1.0,19.0,47.2,1828,8.3,Alluvial,2.46,Good,Low,1,None,None,False,0
2024-03-12,25.0715,90.0385,Meghalaya,West Garo Hills,1.2,13.0,59.8,1480,13.2,Alluvial,2.82,Good,Low,0,None,None,False,2
2024-03-12,25.814,91.3306,Meghalaya,West Garo Hills,9.5,16.7,70.7,1846,6.9,Red Loamy,3.71,Good,Low,1,None,None,False,4
2024-03-13,24.7415,94.2496,Manipur,Tamenglong,3.4,15.0,51.1,836,3.1,Alluvial,3.14,Good,Moderate,0,None,None,False,15
2024-03-13,24.7718,94.3211,Manipur,Imphal West,0.9,15.8,68.3,1263,0.0,Alluvial,4.1,Fair,Low,1,None,None,False,0
2024-03-14,27.867,88.2422,Sikkim,South Sikkim,2.7,20.0,66.0,1421,10.8,Mountain Soil,3.3,Fair,Moderate,1,None,None,False,6
2024-03-14,27.7069,88.7649,Sikkim,West Sikkim,0.3,12.4,50.7,1528,11.0,Alluvial,5.98,Good,Low,2,None,None,False,8
2024-03-15,25.163,92.5988,Meghalaya,South Garo Hills,1.5,13.3,64.4,1070,0.0,Sandy Loam,4.3,Fair,Low,0,None,None,False,0
2024-03-15,25.4135,90.707,Meghalaya,East Khasi Hills,2.8,15.6,71.7,1593,0.0,Alluvial,4.68,Fair,Low,1,None,None,False,3
2024-03-15,23.1689,92.44,Mizoram,Aizawl,0.8,18.9,64.3,1348,0.0,Alluvial,5.11,Fair,Low,0,None,None,False,10
2024-03-16,26.3289,95.9989,Assam,Barpeta,1.2,20.3,55.7,166,11.9,Forest Soil,2.66,Fair,Moderate,0,None,None,False,10
2024-03-16,24.6319,92.8954,Assam,Jorhat,0.0,22.3,84.7,174,15.1,Clayey,3.52,Good,Moderate,1,None,None,False,11
2024-03-16,25.7225,92.2108,Meghalaya,Jaintia Hills,0.1,23.5,58.5,1266,0.0,Clayey,4.96,Fair,Low,0,None,None,False,5
2024-03-16,28.6428,95.1891,Arunachal Pradesh,Tawang,0.8,17.9,84.1,445,0.0,Sandy Loam,2.56,Good,Low,1,None,None,False,0
2024-03-17,26.5579,90.1897,Assam,Kamrup,6.6,25.0,45.4,142,7.1,Sandy Loam,3.44,Good,Low,0,None,None,False,0
2024-03-17,27.8,88.5704,Sikkim,East Sikkim,1.2,25.1,52.7,890,15.2,Forest Soil,4.04,Fair,Low,0,None,None,False,16
2024-03-17,24.2394,92.3536,Mizoram,Kolasib,3.9,22.0,54.9,934,8.5,Alluvial,3.4,Damaged,Severe,8,Fog/Visibility,Low,True,201
2024-03-17,24.1631,94.2359,Manipur,Imphal East,0.3,10.8,32.2,1072,7.3,Alluvial,4.16,Fair,Low,0,None,None,False,15
2024-03-18,22.7,92.815,Mizoram,Mamit,3.4,15.1,47.2,1531,16.7,Forest Soil,2.71,Fair,Low,0,None,None,False,4
2024-03-18,26.3372,94.9864,Nagaland,Dimapur,4.4,24.0,61.7,1363,11.5,Mountain Soil,3.24,Good,Moderate,0,None,None,False,20
2024-03-18,24.0638,93.1423,Manipur,Imphal West,0.4,10.5,69.2,1486,5.9,Mountain Soil,1.3,Good,High,2,None,None,False,23
2024-03-19,23.2052,92.9648,Mizoram,Champhai,2.6,19.4,54.4,980,0.0,Sandy Loam,2.01,Good,High,2,None,None,False,9
2024-03-20,23.5023,93.3799,Mizoram,Serchhip,2.9,22.9,61.2,1501,4.2,Laterite,4.06,Good,Low,2,None,None,False,10
2024-03-20,26.6208,93.4978,Nagaland,Kohima,0.1,19.8,56.3,566,13.9,Sandy Loam,4.79,Good,High,1,None,None,False,6
2024-03-20,22.5658,92.2972,Mizoram,Aizawl,0.9,17.8,63.1,1878,2.4,Laterite,4.73,Good,Moderate,0,None,None,False,12
2024-03-20,26.6843,94.851,Nagaland,Mon,4.6,20.1,27.8,1629,0.0,Sandy Loam,5.01,Fair,Low,0,None,None,False,14
2024-03-21,25.6393,93.4177,Manipur,Imphal West,0.2,17.6,64.8,1896,15.9,Red Loamy,3.36,Fair,Low,0,None,None,False,4
2024-03-21,26.1542,91.6718,Assam,Sonitpur,6.4,22.7,70.4,57,0.0,Laterite,2.26,Fair,Low,0,None,None,False,1
2024-03-21,24.6404,94.0104,Manipur,Imphal East,2.9,12.2,33.3,1386,4.3,Clayey,3.89,Fair,Moderate,1,None,None,False,3
2024-03-22,27.5105,88.0991,Sikkim,West Sikkim,0.3,15.0,58.9,3042,17.0,Clayey,1.86,Good,Low,0,None,None,False,9
2024-03-22,25.457,92.4645,Meghalaya,Ri Bhoi,5.4,13.6,56.2,792,9.7,Clayey,4.52,Good,Moderate,1,None,None,False,2
2024-03-22,27.6941,95.8708,Arunachal Pradesh,Changlang,2.7,17.1,54.9,1884,9.4,Clayey,1.89,Fair,Low,0,None,None,False,16
2024-03-23,25.6033,94.3669,Nagaland,Tuensang,3.7,22.3,70.2,920,0.0,Forest Soil,5.12,Fair,Moderate,2,None,None,False,10
2024-03-23,25.3399,93.7457,Manipur,Ukhrul,2.0,18.8,47.1,1162,0.0,Laterite,4.95,Good,Low,1,None,None,False,9
2024-03-24,25.6306,94.7305,Manipur,Tamenglong,3.1,14.9,55.0,1607,0.1,Clayey,1.96,Good,Low,0,None,None,False,0
2024-03-24,24.1897,94.2493,Manipur,Imphal East,1.0,19.9,38.7,1559,8.0,Sandy Loam,1.83,Good,Moderate,1,None,None,False,7
2024-03-24,27.2282,97.0772,Arunachal Pradesh,Lohit,1.8,22.1,49.2,238,0.0,Alluvial,4.93,Fair,Low,0,None,None,False,16
2024-03-25,24.9894,93.1805,Assam,Cachar,4.5,21.4,64.0,143,5.4,Alluvial,1.8,Good,Low,0,None,None,False,0
2024-03-25,22.9143,92.2462,Tripura,West Tripura,0.6,14.1,64.2,138,0.8,Red Loamy,0.83,Fair,Low,1,None,None,False,13
2024-03-25,25.8201,89.9912,Meghalaya,South Garo Hills,6.0,15.0,72.0,1476,14.9,Sandy Loam,4.83,Good,Moderate,0,None,None,False,14
2024-03-25,26.7858,93.9719,Nagaland,Kohima,1.2,14.8,62.0,1990,19.2,Clayey,4.22,Fair,High,1,None,None,False,9
2024-03-25,26.4828,93.4913,Nagaland,Kohima,1.5,13.6,44.2,999,10.8,Forest Soil,1.35,Good,Low,0,None,None,False,8
2024-03-26,27.577,88.7348,Sikkim,South Sikkim,1.0,7.4,61.0,3447,30.4,Clayey,3.74,Fair,Low,0,None,None,False,0
2024-03-27,26.0202,92.1828,Meghalaya,Jaintia Hills,0.9,14.9,53.6,1518,0.0,Red Loamy,5.17,Good,Low,1,None,None,False,10
2024-03-27,29.0369,94.046,Arunachal Pradesh,East Siang,1.3,16.7,57.4,1562,14.8,Red Loamy,2.32,Good,Moderate,0,None,None,False,8
2024-03-28,27.178,88.3324,Sikkim,North Sikkim,1.9,19.3,67.9,714,1.8,Sandy Loam,2.69,Fair,Moderate,2,None,None,False,3
2024-03-28,26.6439,90.2826,Assam,Sonitpur,10.9,36.3,49.9,34,0.0,Red Loamy,4.59,Damaged,Moderate,6,Bridge Damage,High,True,165
2024-03-28,28.9503,94.1442,Arunachal Pradesh,West Kameng,0.5,10.0,53.2,1982,25.6,Clayey,4.64,Good,Moderate,0,None,None,False,2
2024-03-28,23.4403,92.0716,Tripura,Gomati,3.7,16.0,73.0,630,8.7,Mountain Soil,2.11,Fair,High,1,None,None,False,0
2024-03-28,23.5079,92.8666,Mizoram,Mamit,1.2,8.7,65.0,1876,2.4,Clayey,1.87,Good,Low,1,None,None,False,6
2024-03-29,28.7455,96.8047,Arunachal Pradesh,Tawang,2.1,14.8,57.8,344,0.0,Red Loamy,3.25,Good,Moderate,0,None,None,False,10
2024-03-29,27.7408,88.7307,Sikkim,North Sikkim,0.2,14.3,49.9,1429,0.0,Mountain Soil,4.32,Good,Moderate,1,None,None,False,7
2024-03-29,22.654,92.9103,Mizoram,Lunglei,0.1,22.1,45.7,1374,13.7,Mountain Soil,2.25,Good,Moderate,1,None,None,False,10
2024-03-30,25.6667,94.245,Nagaland,Tuensang,1.4,22.9,62.1,1744,20.7,Mountain Soil,5.31,Poor,High,2,Bridge Damage,Low,False,68
2024-03-30,23.7879,91.7113,Tripura,Gomati,2.6,24.6,39.9,330,6.5,Forest Soil,1.24,Fair,Low,0,None,None,False,11
2024-03-30,23.6577,93.1186,Mizoram,Champhai,0.7,22.6,58.3,1354,13.4,Red Loamy,3.92,Good,Moderate,1,None,None,False,14
2024-03-30,28.2188,95.5883,Arunachal Pradesh,Lohit,1.0,16.1,74.8,2907,31.7,Mountain Soil,1.83,Fair,Moderate,2,None,None,False,16
2024-03-30,26.9039,95.049,Nagaland,Mon,1.3,16.3,55.8,1431,3.5,Laterite,4.45,Good,Low,0,None,None,False,11
2024-03-30,27.9113,88.4109,Sikkim,East Sikkim,1.7,18.3,61.4,2230,15.2,Clayey,4.62,Fair,Low,0,None,None,False,18
2024-03-30,22.5353,93.2993,Mizoram,Champhai,4.7,20.8,55.2,947,0.7,Alluvial,3.49,Fair,High,0,None,None,False,19
2024-03-31,23.7236,92.0923,Tripura,Dhalai,0.8,21.6,39.0,82,8.1,Mountain Soil,6.31,Good,Low,1,None,None,False,6
2024-03-31,23.1062,91.964,Tripura,Dhalai,2.3,18.3,63.7,104,0.0,Alluvial,4.35,Good,Low,1,None,None,False,6
2024-03-31,25.4605,91.1753,Meghalaya,South Garo Hills,1.9,14.5,60.8,1418,12.4,Clayey,5.36,Good,Low,0,None,None,False,12
2024-03-31,25.3594,91.2731,Assam,Sonitpur,3.3,24.2,53.6,133,3.5,Mountain Soil,3.58,Good,Low,0,None,None,False,0
2024-04-01,26.4868,94.3323,Nagaland,Tuensang,0.0,17.9,70.6,1692,15.9,Mountain Soil,2.29,Good,Low,2,None,None,False,28
2024-04-01,25.5048,92.7087,Meghalaya,Ri Bhoi,6.0,16.4,53.5,668,15.4,Red Loamy,3.56,Damaged,Severe,4,Bridge Damage,Medium,False,80
2024-04-01,24.6253,93.4587,Manipur,Ukhrul,1.5,11.4,60.6,1332,4.7,Clayey,3.19,Good,Moderate,1,None,None,False,5
2024-04-02,25.1011,91.6389,Assam,Dibrugarh,13.7,15.6,43.9,78,0.0,Laterite,4.16,Good,Low,0,None,None,False,0
2024-04-02,26.279,95.0137,Nagaland,Wokha,15.2,21.1,51.3,1241,18.0,Red Loamy,2.45,Good,Low,3,None,None,False,26
2024-04-03,23.4248,93.107,Mizoram,Mamit,1.7,13.1,39.4,1801,0.8,Mountain Soil,0.5,Good,Low,0,None,None,False,9
2024-04-03,27.321,88.355,Sikkim,West Sikkim,0.7,13.9,25.6,4436,29.4,Laterite,6.33,Good,Low,1,None,None,False,22
2024-04-03,27.7531,88.4264,Sikkim,North Sikkim,3.0,25.7,56.7,2109,19.7,Clayey,2.51,Good,Moderate,0,None,None,False,6
2024-04-03,25.8209,91.1208,Assam,Barpeta,13.5,28.0,72.9,46,0.0,Red Loamy,5.61,Poor,High,2,Traffic Jam,Medium,True,143
2024-04-03,26.053,91.9869,Meghalaya,West Garo Hills,10.6,22.1,48.3,882,19.9,Mountain Soil,4.39,Fair,Moderate,1,None,None,False,16
2024-04-03,24.8217,93.0691,Manipur,Tamenglong,3.7,9.4,75.2,1894,7.6,Red Loamy,4.29,Fair,Low,0,None,None,False,3
2024-04-03,23.686,92.2996,Tripura,Dhalai,4.8,20.6,42.2,702,4.8,Clayey,3.51,Fair,Low,0,None,None,False,0
2024-04-04,25.8886,92.4628,Assam,Dibrugarh,2.8,21.2,48.0,67,7.3,Alluvial,3.17,Fair,High,1,None,None,False,3
2024-04-04,23.2553,92.2948,Tripura,Gomati,5.0,19.6,42.9,698,0.0,Sandy Loam,3.47,Good,Moderate,0,None,None,False,3
2024-04-04,24.2823,92.0378,Tripura,Khowai,2.2,11.1,61.7,838,0.0,Forest Soil,4.47,Damaged,High,6,Fog/Visibility,Low,False,72
2024-04-04,25.7775,90.9132,Meghalaya,Jaintia Hills,12.5,25.6,51.4,1014,9.6,Alluvial,3.01,Good,Low,1,None,None,False,14
2024-04-04,28.1843,95.457,Arunachal Pradesh,East Siang,8.2,23.6,45.2,1448,12.4,Sandy Loam,3.87,Good,Low,1,None,None,False,14
2024-04-04,24.0199,93.455,Manipur,Imphal West,1.0,16.3,49.8,780,11.4,Laterite,3.56,Good,Low,2,None,None,False,14
2024-04-05,24.5215,94.1109,Manipur,Imphal West,7.5,16.4,39.7,1962,16.1,Red Loamy,3.11,Good,Low,0,None,None,False,9
2024-04-05,25.5262,95.5637,Assam,Dibrugarh,5.7,24.3,63.7,128,3.6,Laterite,3.29,Fair,Low,0,None,None,False,8
2024-04-05,25.5595,94.4379,Manipur,Senapati,3.4,15.5,36.8,1977,18.5,Sandy Loam,3.79,Good,Moderate,1,None,None,False,22
